,Date,Address,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvMosquito,WnvPresentAdj,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,10,11,12,13,14,15,17,18,20,21,22,24,25,27,28,29,30,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48,49,50,51,52,53,55,58,60,61,62,63,64,65,66,67,68,70,71,72,73,75,77,79,80,81,82,89,90,91,93,96,98
10,2007-05-29,"1100 South Peoria Street, Chicago, IL 60608, USA",11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,1,1,0,1,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,BR HZ,0.0,,0.0,0.0,29.39,30.11,5.8,18,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2007-05-29,"1700 West 95th Street, Chicago, IL 60643, USA",17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,3,1,0,1,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,BR HZ,0.0,,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2007-05-29,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,5,1,0,1,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,BR HZ,0.0,,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,1,0,1,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,BR HZ,0.0,,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2007-05-29,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,1,1,0,1,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,BR HZ,0.0,,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2007-05-29,"7500 North Oakley Avenue, Chicago, IL 60645, USA",75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8,1,1,0,1,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,BR HZ,0.0,,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,2007-05-29,"1500 North Long Avenue, Chicago, IL 60651, USA",15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,1,1,0,1,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,BR HZ,0.0,,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2007-05-29,"8900 South Carpenter Street, Chicago, IL 60620, USA",89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,1,0,1,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,BR HZ,0.0,,0.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,3,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,1,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2007-06-05,"2500 West Grand Avenue, Chicago, IL 60654, USA",25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,1,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2007-06-05,"1100 West Chicago Avenue, Chicago, IL 60642, USA",11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,2,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2007-06-05,"2200 North Cannon Drive, Chicago, IL 60614, USA",22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,3,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2007-06-05,"2200 West 113th Street, Chicago, IL 60643, USA",22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,4,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2007-06-05,"1700 West 95th Street, Chicago, IL 60643, USA",17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,2,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,2,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2007-06-05,"1500 North Long Avenue, Chicago, IL 60651, USA",15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,3,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2007-06-05,"8900 South Carpenter Street, Chicago, IL 60620, USA",89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,2007-06-05,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,2,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,2007-06-05,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,1,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2007-06-05,"7200 North Oketo Avenue, Chicago, IL 60631, USA",72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8,1,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2007-06-05,"3800 North California Avenue, Chicago, IL 60618, USA",38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,9,1,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2007-06-05,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,1,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2007-06-05,"5800 North Western Avenue, Chicago, IL 60659, USA",58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,2,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2007-06-05,"5000 South Central Avenue, Chicago, IL 60638, USA",50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,1,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2007-06-05,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,3,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2007-06-05,"South Vincennes Avenue, Chicago, IL, USA",10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,1,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2007-06-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,1,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2007-06-05,"1100 South State Street, Chicago, IL 60605, USA",11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8,1,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,2,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2007-06-05,"5300 West Agatite Avenue, Chicago, IL 60630, USA",53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,1,1,0,1,64,47,56.0,-9.0,48,51.0,9.0,0.0,417.0,1923.0,RA BR,0.0,,0.0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
